,diagnosis,num
5071,PACEMAKER INFECTION\PACEMAKER & LEAD EXTRACTION,1
5072,MYELITIS,1
5073,PANCREATIC HEAD CANCER,1
5074,PANCREATIC MASS /SDA,1
5075,PARTIAL SMALL BOWEL OBSTRUCTION;RECTAL CANCER,1
5076,MULTIPLE INGESTIONS,1
5077,LUNG NODULE\THORACOSCOPY VIDEO ASSISTED LUNG BIOPSY RIGHT; STERNOTOMY; PERICARDIAL STRIPPING /SDA,1
5078,MENORRAGIA/UTERINE PROLAPSE/SDA,1
5079,MENTAL STATUS CHANGE WITH FEVER,1
5080,PARALYSIS,1
5081,MULTIPLE INJURIES,1
5082,PARANEOPLASTIC NEUROPATHY;RESPIRATORY FAILURE,1
5083,MULTIPLE ICD CHARGES,1
5084,LUNG TUMOR LEFT/SDA,1
5085,PARAPHARYNGEAL MASS,1
5086,PARAPHARYNGEAL SPACE INFECTION,1
5087,MULTIPLE GUN SHOT WOUNDS,1
5088,PARASTOMAL HERNIA,1
5089,PARASTOMAL HERNIA LEFT ABDOMEN/SDA,1
5090,PARASTOMAL HERNIA/SDA,1
5091,PARAFUSION,1
5092,LUNG NODULES/SDA,1
5093,MULTIPLE MYELOMA;HEPATITIS,1
5094,MULTIPLE MYELOMA;R/O INFECTION VS BRONCHITIS OBLITERANS WITH ORGANIZED PNEUMONIA,1
5095,MULTIPLE MYELOMA;RESPIRATORY FAILURE,1
5096,MULTIPLE MYELOMA;SHORTNESS OF BREATH,1
5097,PANREATITIS,1
5098,PANOLITIS,1
5099,PANNUS ULCERS,1
5100,PANNUS HEMATOMA,1
5101,MULTIPLE MYELOMA;SHORTNESS OF BREATH;MEDIASTINAL MASS,1
5102,MULTIPLE MYELOMA;SPINAL METASTASIS,1
5103,MULTIPLE MYELOMA;TRANSPLANT,1
5104,PANCYTOPENIA;PLEURAL EFFUSION,1
5105,MENINIGIOMA/SDA,1
5106,LUNG TUMOR,1
5107,MENINGOMA/SDA,1
5108,MULTIPLE FRACTURES;S/P PEDESTRIAN STRUCK BY MOTOR VEHICLE,1
5109,"MULTIPLE FRACTURES,FRONTAL CONTUSIONS",1
5110,PARATHYROID CANCER,1
5111,PAROTID TUMOR/SDA,1
5112,LUNG NODULE LEFT/SDA,1
5113,LUNG NODULE RIGHT/SDA,1
5114,MULTIPLE ARRYTHMIA,1
5115,PARSPINAL TUMOR/SDA,1
5116,PAROXYSMAL VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION  ICD LEAD EXTRACTION/REIMPLANT /SDA,1
5117,PAROXYSMAL ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION **REMOTE WEST** /SDA,1
5118,MULTIPLE DRUG OD,1
5119,PAROXYSMAL ATRIAL AFRIBILLATION\MITRAL VALVE REPLACEMENT (FULL MAZE) /SDA,1
5120,MENTAL STATUS CHANGES-DECREASED SATS,1
5121,PAROXYMAL ATRIAL FIBRILLATION\ATRIOVENTRICULAR JUNCTION ABLATION/ATRIOVENTRICULAR NODE ABLATION,1
5122,PAROTITIS;MRSA,1
5123,MULTIPLE DRUG OVERDOSE,1
5124,"PAROTITIS,PAROTID ABSCESS,NEW DM",1
5125,PAROTIDITIS,1
5126,PAROTID CANCER; HYPERGLYCEMIA,1
5127,PARATONSILLAR ABSCESS,1
5128,PARKINSON DISEASE; ACUTE RELAPSE,1
5129,MULTIPLE FACIAL FRACTURES,1
5130,PARKINSON'S/SDA,1
5131,MENTAL STATUS CHANGES-ACUTE RENAL FAILURE,1
5132,"MULTIPLE FRACTURE,S/P FALL",1
5133,PARIETAL MASS,1
5134,PARIETAL BLEED,1
5135,MULTIPLE FRACTURE;S/P PEDESTRIAN V. CAR,1
5136,LUNG NODULE; EPITHELIUM/SDA,1
5137,PARENCHYMAL HEMORRHAGE,1
5138,PARENCHYMAL BLEED,1
5139,MENTAL STATUS CHANGE; HYPOTENSION,1
5140,PARCREATIC TRANSPLANT,1
5141,PARATRACHEAL MASS/SDA,1
5142,PANCYTOPENIA;PANCREATITIS,1
5143,LUNG TUMOR RIGHT/SDA,1
5144,PANCREATIC MASS;CHOLECYSTITIS,1
5145,"PANCREATITIS,DIABETIC KETO ACIDOSIS",1
5146,PANCREATITIS-DIABETIC KETOACIDOSIS,1
5147,PANCREATITIS-GALLSTONES,1
5148,"PANCREATITIS, BLEED",1
5149,"PANCREATITIS, ETOH WITHDRAWAL",1
5150,MULTIPLE TRAUMA;TELEMETRY,1
5151,"PANCREATITIS, HIV",1
5152,"PANCREATITIS,GALL STONES",1
5153,PANCYTOPENIA;FEBRILE NEUTROPENIA,1
5154,PANCREATITIS; SPLENOMEGALY,1
5155,PANCREATITIS;ABDOMINAL PAIN,1
5156,"MULTIPLE TRAUMA,PLANE CRASH",1
5157,"MULTIPLE TRAUMA, SDH",1
5158,PANCREATITIS;ACUTE RENAL FAILURE;DIABETIC KETO ACIDOSIS,1
5159,PANCREATITIS;ALCOHOL,1
5160,PANCREATITIS-ARDS,1
5161,MULTIPLE TRAUMAS,1
5162,"MENINGITIS, STATUS POST CARDIAC ARREST",1
5163,MENINGITIS RHABDOMYOLYSIS,1
5164,MULTIPLE VESSEL CORONARY ARTERY DISEASE,1
5165,MULTISYSTEM ORGAN FAILURE,1
5166,"PANCREATIC TUMOR, ? LIVER METS/SDA",1
5167,PANCREATIC TUMOR,1
5168,PANCREATIC TRANSPLANT,1
5169,PANCREATIC TAIL MASS/SDA,1
5170,"MENINGIOMA, RIGHT SIDE/SDA",1
5171,PANCREATIC PSUEDO CYST,1
5172,MULTITRAUMA;RIB FRACTURES,1
5173,PANCREATIC PSEDUDAL,1
5174,MUSCLE WEAKNESS,1
5175,LYMPHASTITHELIAL CARCINOMA/SDA,1
5176,PANCREATIC MASS\EUS,1
5177,PANCREATITIS;ATRIAL FIBRILLATION;TELEMETRY,1
5178,PANCREATITIS;CHOLANGITIS,1
5179,LYME RIDICULITIS,1
5180,PANCREATITIS;PSEUDOCYST,1
5181,MULTIPLE MYELOMA\BONE MARROW TRANSPLANT ,1
5182,LUNG TUMOR/SDA,1
5183,MULTIPLE PES,1
5184,LUNG TUMOR;HEMOPTYSIS,1
5185,MULTIPLE PULMONARY EMBOLI,1
5186,MULTIPLE PULMONARY MBOLI,1
5187,MULTIPLE RIB FX,1
5188,MULTIPLE RIB FXS,1
5189,MULTIPLE SCLEROSIS FLARE,1
5190,PANCREATITIS;SICK SINUS SYNDROME,1
5191,PANCREATITIS;SEPSIS;TELEMETRY,1
5192,MULTIPLE SCLEROSIS;DEEP VEIN THROMBOSIS;MENTAL STATUS CHANGES,1
5193,"LUPUS FLARE, HYPERGLYCEMIA",1
5194,MULTIPLE SCLEROSIS;UROSEPSIS;SEIZURE,1
5195,PANCREATITIS;GASTROINTESTINAL BLEED,1
5196,MENINGITIS; ? TB,1
5197,PANCREATITIS;GALLSTONE,1
5198,PANCREATITIS;FEVER,1
5199,PANCREATITIS;ETOH WITHDRAWL,1
5200,PANCREATITIS;ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY,1
5201,PANCREATITIS;DTS,1
5202,PANCREATITIS;DIABETIC KETOACIDOSIS,1
5203,LUPUS;GASTROINTESTINAL BLEED,1
5204,PANCREATITIS;CONGESTIVE HEART FAILURE;PNEUMONIA;PULMONARY EMBOLIS,1
5205,PANCREATITIS;CONGESTIVE HEART FAILURE;A FIB RVR,1
5206,"LYME CARDITIS,CONGESTIVE HEART FAILURE",1
5207,PANCREATITIS;CHRONIC OBST PULM DISEASE,1
5208,MULTIPLE STROKE,1
5209,MENINGITIS;DRUG ALLERGY,1
5210,MENINGITIS; INTRACRANIAL ABCESS,1
5211,NSTEMYOCARDIAL INFARCTION,1
5212,        MITRAL STENOSIS\MITRAL VALVE REPLACEMENT /SDA,1
5213,POST OP KNEE INFECTION,1
5214,STROMAL CELL TUMOR/SDA,1
5215,STROKE/ TIA,1
5216,STROKE;HEAD BLEED WITH SHIFT,1
5217,STROKE;HEAD MASS,1
5218,STROKE;HEPATIC ENCEPHALOPATHY,1
5219,"STROKE;RHABDO,URINARY TRACT INFECTION",1
5220,STROKE;TELEMETRY; ICH,1
5221,STROKE;TELEMETRY; TRANSIENT ISCHEMIC ATTACK,1
5222,STROKE;TELEMETRY;TELEMETRY;SEIZURES,1
5223,STROKE;TELEMETRY;TRANSIENT ISCHEMIC ATTACK;SHINGLES,1
5224,STROKE;TELEMETRY;TRANSINET ISCHEMIC ATTACK,1
5225,STRUCK BY A CAR,1
5226,SUBBARACHNOID HEMORRHAGE/SDA,1
5227,STRUCK BY TRAIN,1
5228,STRUKE,1
5229,SUB ARACHNOID,1
5230,"SUB ARACHNOID HEMORRHAGE,HEMATOMA",1
5231,"SUB ARACHNOID HEMORRHAGE,INTER CRANIAL BLEED",1
5232,"SUB ARACHNOID HEMORRHAGE,S/P FALL",1
5233,SUB DURAL HEMATOMA,1
5234,"SUB DURAL HEMATOMA,FALL,C6 FRACTURE",1
5235,"SUB DURAL HEMATOMA,S/P FALL",1
5236,SUB GALEAL COLLECTION,1
5237,STROKE.TIA,1
5238,"STROKE,TIA",1
5239,"STROKE,RIGHT MCA",1
5240,"STROKE,MI",1
5241,STERNOTOMY WOUND INFECTION,1
5242,STEVEN JOHNSON SYNDROME,1
5243,STOMACH INFECTION;RESPIRATORY FAILURE,1
5244,STOMACH MASS,1
5245,STOMACH POLYP\ENDOSCOPY ,1
5246,STRANGULATION/ ? ENDOCARDITIS,1
5247,STRESS URINARY INCONTINENCE/SDA,1
5248,STRIDOE;AIRWAY COMPROMISE,1
5249,STRIDOR/SDA,1
5250,STRIDOR;NEUTROPENIA;FEVER,1
5251,STRIDOR;S/P THYROIDECTOMY,1
5252,STRIKE;TRANSIENT ISCHEMIC ATTACK,1
5253,STROKE-R/O VASCULITIS,1
5254,STROKE-TRANSIENT ISCHEMMIC ATTACK,1
5255,STROKE /TIA,1
5256,STROKE TRANSIENT ISCHEMIC ATTACK,1
5257,STROKE WITH HEAD BLEED,1
5258,"STROKE,CARDIAC ARREST",1
5259,"STROKE,DEHYDRATION,ALTERED MENTAL STATUS",1
5260,"STROKE,ENDOCARDITIS",1
5261,"STROKE,HEAD BLEED",1
5262,SUB GLOTTIC MASS,1
5263,SUB STERNAL GOITER; RIGHT UPPER LOBE MASS/SDA,1
5264,SUBACUTE MYOCARDIAL INFARCTION\CATH,1
5265,"SUBARACHNOID HEMORRHAGE,ANEURYSM",1
5266,SUBARACHNOID HEMORRHAGE;ACUTE SUBDURAL HEMATOMA;INTRAPARENCHYMAL HEMORRHAGE,1
5267,SUBARACHNOID HEMORRHAGE;BASILAR TIP ANEURYSM,1
5268,SUBARACHNOID HEMORRHAGE;C2 FRACTURE,1
5269,SUBARACHNOID HEMORRHAGE;CEBREBRAL CONTUSION;S/P FALL,1
5270,SUBARACHNOID HEMORRHAGE;FALL,1
5271,SUBARACHNOID HEMORRHAGE;INTRACRANIAL HEMORRHAGE,1
5272,SUBARACHNOID HEMORRHAGE;INTRAPARENCHYMAL BLEED,1
5273,SUBARACHNOID HEMORRHAGE;INTRAPARENCHYMAL HEMORRHAGE,1
5274,SUBARACHNOID HEMORRHAGE;INTUBATED,1
5275,SUBARACHNOID HEMORRHAGE;LIVER LACERATION,1
5276,SUBARACHNOID HEMORRHAGE;PEDESTRIAN STRUCK,1
5277,SUBARACHNOID HEMORRHAGE;SDH;TELEMETRY,1
5278,SUBARACHNOID HEMORRHAGE;SKULL FX,1
5279,SUBARACHNOID HEMORRHAGE;STROKE;TELEMETRY,1
5280,SUBARACHNOID HENORRHAGE;S/P MOTOR VEHICLE ACCIDENT,1
5281,SUBARACHNOID;SPINE FRACTURE,1
5282,SUBARACHOID HEMORRAGE,1
5283,SUBARACHROID HEMORRHAGE,1
5284,SUBARACNOID HEMORRHAGE,1
5285,SUBARCHANOID HEMORRHAGE,1
5286,SUBARCHNOID HEMORRHAGE;TELEMETRY,1
5287,SUBARACHNOID HEMORRHAGE;,1
5288,SUBARACHNOID HEMORRHAGE WITH ANEURYSM,1
5289,SUBAORTIC MEMBRANE\ RESECTION SUBAORTIC MEMBRANE/SDA,1
5290,SUBARACHNOID HEMORRHAGE-SUBDURAL HEMORRHAGE-FEVER-UROSEPSIS,1
5291,SUBARACHINOID HEMORRHAGE,1
5292,SUBARACHNIOD HEMORRHAGE,1
5293,SUBARACHNOID,1
5294,SUBARACHNOID BLEED; S/P MVC,1
5295,"SUBARACHNOID HEM., WITH FACIAL FXS",1
5296,SUBARACHNOID HEMARRHAGE,1
5297,SUBARACHNOID HEMARRHAGE;TELEMETRY,1
5298,SUBARACHNOID HEMATOMA; C7-FRACTURE,1
5299,SUBARACHNOID HEMATOMA;CSPINE FRACTURES,1
5300,SUBARACHNOID HEMATOMA;FACIAL FRACTURE,1
5301,SUBARACHNOID HEMATOMA;MAXILLARY SINUS FRACTURE,1
5302,SUBARACHNOID HEMATOMA;S/P FALL,1
5303,SUBARACHNOID HEMATOMA;SUBDURAL HEMORRHAGE,1
5304,SUBARACHNOID HEMATOMA;SUBDURAL HEMORRHAGE;T12 FX;ABDOMINAL HEMATOMA,1
5305,SUBARACHNOID HEMATOMA;TELEMETRY,1
5306,SUBARACHNOID HEMATOMA;TRAUMA,1
5307,SUBARACHNOID HEMMORRHAGE,1
5308,SUBARACHNOID HEMORRAGE,1
5309,SUBARACHNOID HEMORRAHAGE,1
5310,SUBARACHNOID HEMORRHAGE-HEAD INJURY,1
5311,SUBARACHNOID HEMORRHAGE-S/P MOTOR VEHICLE ACDICENT,1
5312,STERNAL WOUND/SDA,1
5313,STERNAL WOUND INFECTION\STERNAL DEBRIDEMENT/SDA,1
5314,STERNAL WOUND INFECTION\ STERNAL WOUND EXPLORATION/SDA,1
5315,STATUS EPILECTICUS;TELEMETRY,1
5316,STATUS EPILEPTIC,1
5317,STATUS EPILEPTICUS;SVT,1
5318,STATUS EPILEPTIOUS,1
5319,STATUS POST ASSAULT,1
5320,STATUS POST BENTALL MAZE; PERICARDIAL TAMPONADE,1
5321,STATUS POST C SECTION;ACUTE RENAL FAILURE;HYPOTENSION;ACUTE PANCREATITIS,1
5322,STATUS POST C5-T2 FUSION;STATUS POST FALL WITH FRACTURE,1
5323,STATUS POST CABG\SAPHENOUS VEING GRAFT - RIGHT CORONARY ARTERY PSUEDOANEURYSM/SDA,1
5324,STATUS POST CARDI ARREST,1
5325,STATUS POST CARDIAC ARREST;UNABLE TO WEAN,1
5326,STATUS POST CARDIAC ARREST\CARDIAC CATHETERIZATION,1
5327,STATUS POST COLECTOMY;RENAL FAILURE;SEPSIS,1
5328,STATUS POST ESIPHAGOGASTRODUODENOSCOPY,1
5329,STATUS POST FALL;ATRIAL FIBRILLATION,1
5330,STATUS POST FALL;ETOH WITHDRAWAL,1
5331,STATUS POST KIDNEY-PANCREAS TRANSPLANT,1
5332,STATUS POST KIDNEY TRANSPLANT; MULTIPLE SCLEROSIS CHANGES,1
5333,STATUS POST KIDNEY TRANSPLANT;?REJECTION,1
5334,STATUS POST KIDNEY TRANSPLANT;ELEVATED CREATININE,1
5335,STATUS POST LEFT ILIAC ARTERY SURGERY; ? PANCREATIC MASS,1
5336,STATUS POST LEFT NEPHRECTOMY;PANCREATIC LEAK,1
5337,STATUS EPILEPITICUS,1
5338,STATUS EPI,1
5339,STATUS POST MITRAL VALVE REPLACEMENT;FEVER;ELEVATED WHITE BLOOD COUNT,1
5340,STATUS EPELEPTICUS,1
5341,ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\LEFT HEART CATHETERIZATION,1
5342,ST SEGMENT MYOCARDIQAQL INFARCTION\CATH,1
5343,ST WAVE MYOCARDIAL INFARCTION\CATH,1
5344,STAB,1
5345,STAB TO NECK,1
5346,STAB WOUND CHEST,1
5347,STAB WOUND LEFT CHEST,1
5348,STAB WOUND TO FACE AND CHEST,1
5349,STAB WOUND TO HAND,1
5350,STAB WOUND TO THROAT,1
5351,"STAB WOUND,LEFT CHEST;STAB WOUND,SHOULDER",1
5352,STAB WOUND;TELEMETRY,1
5353,STAB WOUNDS-CORD INJURY,1
5354,STABBING VICTIM,1
5355,STABBING;SKULL FRACTURE,1
5356,STABLE LEFT FRONT IPH,1
5357,STAGE III LUNG CA/SDA,1
5358,STAGE IV SUBGLOTTIC CANCER,1
5359,STAPH BACTERMIA,1
5360,STARVATION KETOSIS,1
5361,STATUS-POST PANCREAS TRANSPLANT;FEVER,1
5362,STATUS POST LIVER TRANSPLANT;RENAL FAILURE,1
5363,STATUS POST MITRAL VALVE REPLACEMENT;PROBABLE COLON CANCER\COLONOSCOPY,1
5364,STERNAL WOUND INFECTION;FEVER,1
5365,STEMI;GASTROINTETINAL BLEED,1
5366,STEMI\CATH,1
5367,STENOSIS OF LARYNX /SDA,1
5368,STENOSIS\ AORTIC & MITRAL VALVE REPLACEMENT,1
5369,STENOSIS\BILATERAL CAROTID ANGIOGRAM,1
5370,STENT,1
5371,STENT NON FUNCTION\BRONCHOSCOPY RIGID; STENT REMOVAL,1
5372,STERNAL DEHISCENCE,1
5373,STERNAL DEHISSENCE,1
5374,STERNAL DRAINAGE,1
5375,STERNAL DRAINAGE;SHORTNESS OF BREATH,1
5376,"STERNAL FRACTURE,RIB FRACTURE,LACERATIONS",1
5377,STERNAL FRACTURE;EPIDERMAL HEMATOMA,1
5378,STERNAL FX,1
5379,"STERNAL FX RIB FX PTX, HIP FIX",1
5380,STERNAL HEMATOMA,1
5381,STERNAL LESION\STERNAL BIOPSY ,1
5382,STERNAL MASS,1
5383,STERNAL WOUND  EVALUATION,1
5384,STERNAL WOUND DEHISCENCE,1
5385,STERNAL WOUND INFECTION/SDA,1
5386,STERNAL WOUND INFECTION;CONGESTIVE HEART FAILURE,1
5387,STEMI;HEAD BLEED,1
5388,STEMI;CATH\CATH,1
5389,STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES;DROWNING,1
5390,STEMI;CARDIAC CATH,1
5391,STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES;HEAD TRAUMA,1
5392,STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES;MULTI TRAUM,1
5393,STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES;MULTIPLE FRACTURES,1
5394,STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES;TRAUMA;HEAD LACERATION,1
5395,STATUS POST MOTOR VEHICLE ACCIDENT; EXPLORATORY LAPAROTOMY,1
5396,STATUS POST MOTOR VEHICLE ACCIDENT;MULTIPLE TRAUMA,1
5397,STATUS POST MYOCARDIAL INFARCTION;+ ETT,1
5398,STATUS POST MYOCARDIAL INFARCTION;CONGESTIVE HEART FAILURE\CARDIAC CATH;CORONARY ARTERY DISEASES STENT,1
5399,STATUS POST MYOCARDIAL INFARCTION\CARDIAC CATH,1
5400,STATUS POST MYOCARDIAL INFARCTION\CATH,1
5401,STATUS POST PULSELESS ELECTRICAL ACTIVITY ARREST,1
5402,STATUS POST VENTRICULAR FIBRILLATION ARREST,1
5403,STATUS POST VENTRICULAR FIBRILLATION ARREST;CHEST PAIN\CATH,1
5404,STATUS POST VENTRICULAR FIBRILLATION ARREST\CARDIAC CATH,1
5405,STATUS POST VENTRICULAR FIBRILLATION ARREST\LET HEART CATHETERIZATION;IMPLANTABLE CARDIOVERTER DEFIBRILLATOR IMPLANT /SDA,1
5406,STE MI\CATH,1
5407,STE MYOCARDIAL INFARCTIN,1
5408,STEM I\CARDIAC CATH,1
5409,STEMI-GASTROINTESTINAL BLEED,1
5410,STEMI/CATH,1
5411,STEMI;,1
5412,SUBARRACHNOID HEMMORAGE,1
5413,SUBCARINAL MASS,1
5414,ST SEGMENT ELEVATION MYOCARDIAL INFARCTION;DIABETIC KETOACIDOSIS,1
5415,SYNCOPE-VTACH,1
5416,SYMPTOMATIC VENTRICULAR TACHYCARDIA,1
5417,SYMTOMATIC FIBROID UTERUS/SDA,1
5418,SYMTOMATIC FIBROIDS/SDA,1
5419,SYNCOPAL EPISODES,1
5420,SYNCOPE-BLUNT HEAD TRAUMA-INTRACRANIAL HEMORRHAGE,1
5421,SYNCOPE-HYPERGLYCEMIA-EKG CHANGES,1
5422,SYNCOPE-HYPERKALEMIA,1
5423,SYNCOPE-HYPONATREMIA,1
5424,SYNCOPE-HYPOXIA,1
5425,SYNCOPE-INTRACRANIAL BLEED,1
5426,"SYNCOPE, EPIDURAL",1
5427,SUBCLAVIAN STEAL PHENOMENMA/SDA,1
5428,"SYNCOPE,RECTAL PROLAPSE,HIP PAIN",1
5429,"SYNCOPE,SAIT",1
5430,SYNCOPE/BRADYCARDIA,1
5431,SYNCOPE/BRADYCARDIA/SEIZURES\PACEMAKER IMPLANT/SDA,1
5432,SYNCOPE/MI,1
5433,SYNCOPE; HEART BLOCK\ELECTROPHYSIOLOGY STUDY +/- PACEMAKER IMPLANTATION,1
5434,SYNCOPE;AICD FIRED,1
5435,SYNCOPE;AORTIC STENOSIS\CATH,1
5436,SYNCOPE;ATRIAL FIBRILLATION\PACEMAKER IMPLANT/SDA,1
5437,SYNCOPE;BRADYCARDIA,1
5438,SYMPTOMATIC R CAROTID STENOSIS,1
5439,SYMPTOMATIC PERIRENAL ANEURYSM,1
5440,SYMPTOMATIC FIBROIDS UTERUS/SDA,1
5441,SYMPTOMATIC FIBROID UTERUS,1
5442,SUPRAVENTRICULAR TACHYCARDIA\VT ABLATION,1
5443,SUSPECTED EPIGLOTIS ABSCESS,1
5444,SUSPECTED OSTEOMYELITIS,1
5445,SVA CLOT;TELEMETRY,1
5446,SVC,1
5447,SVC CLOT;RIGHT ATRIAL CLOT,1
5448,SVC SYNDROME \ UPPER STERNAL SPLIT; LEFT SUBCLAVIAN TUBE; RIGHT ATRIAL BYPASS/SDA,1
5449,SVC SYNDROME\ RECANALIZATION/SDA,1
5450,SVC SYNDROME\ VENOUS RECANALIZATION/SDA,1
5451,SVS,1
5452,SVT;HYPOTENSION,1
5453,SVT\EP STUDY,1
5454,SWALLOWED FOREIGN BODY;TELEMETRY,1
5455,SWALLOWED PLASTIC SPOON,1
5456,SWALLOWED TOOTHBRUSH,1
5457,SWOLLEN KNEE;TELEMETRY,1
5458,SYMPROMATIC FIBROIDS/SDA,1
5459,SYMPTOMATIC 3RD DEGREE HEART BLOCK,1
5460,SYMPTOMATIC ABDOMINAL AORTIC ANEURYSM,1
5461,SYMPTOMATIC CAROTID STENOSIS,1
5462,SYMPTOMATIC CAROTID STENOSIS RIGHT,1
5463,SYNCOPE;CARDIAC ISCHEMIA\CARDIAC CATH,1
5464,SYNCOPE;CHEST PAIN,1
5465,SYNCOPE;DENS FRACTURE,1
5466,T-8 FRACTURE/SDA,1
5467,T-SPINE HARDWARE EXPOSED,1
5468,T-SPINE INFECTION,1
5469,T-SPINE MASS,1
5470,T 11 INTRADURAL TUMOR,1
5471,T CELL LYMPHOMA,1
5472,T SPINE FRACTURE,1
5473,T10 COMPOUND FRACTURE,1
5474,T10 SPINAL MASS,1
5475,T11 FRACTURE-AORTIC DISECTION,1
5476,T12 AND C1 FRACTURES,1
5477,T12 FRACTURE AND CORD COMPRESSION,1
5478,"T12 FRACTURE,MVC TRAUMA",1
5479,T5 FRACTURE,1
5480,"T5 TO CONUS,MEDULLARIS VENOUS CONGESTION",1
5481,T6 COMPRESSION FRACTURE,1
5482,T6 FRACTURE,1
5483,T6 METASTISIS/SDA,1
5484,T7-8 DISC HERNIATION WITH MYELOPATHY/SDA,1
5485,T7 FRACTURE,1
5486,T8-T9 FRACTURE-UPPER BACK PAIN,1
5487,T8 FRACTURE AND HEMOTHORAX,1
5488,T-SPINE ABCESS; KYPHOSIS,1
5489,SZ; COFFEE GROUND EMESIS; SYNCOPE,1
5490,SYNCOPE;EDEMA,1
5491,SZ/HYPOTENSION,1
5492,SYNCOPE;GASTROINTESTINAL BLEED;TELEMETRY,1
5493,SYNCOPE;PACEMAKER,1
5494,SYNCOPE;SUBARACHNOID HEMATOMA;TRAUMA,1
5495,SYNCOPE;TELEMETRY;ANEMIA;ETOH INTOXICATION,1
5496,SYNCOPE;TELEMETRY;INTRACRANIAL HEMORRHAGE,1
5497,SYNCOPE;TELEMETRY;LEFT HIP FRACTURE,1
5498,SYNCOPE;TELEMETRY;S/P FALL,1
5499,SYNCOPE;TELEMETRY;SUBDURAL HEMATOMA; BASILAR SKULL FRACTURE,1
5500,SYNCOPE;TELEMETRY;THIGH LACERATION,1
5501,SYNCOPE;VTACH,1
5502,SYNCOPE;WEAKNESS,1
5503,SYNCOPE\EP STUDY;PACEMAKER INSERTION,1
5504,SYNCOPE\LEFT HEART CATH,1
5505,SYNCOPE\LEFT HEART CATHERTERIZTION,1
5506,SYNCOPY\LEFT HEART CATHETERIZATION,1
5507,"SYNOVIAL SARCOMA, RIGHT WRIST/SDA",1
5508,SYPHILIS,1
5509,SYSTEMIC INFLAMMATORY RESP SYNDROME,1
5510,SYSTOLIC DYSFUNCTION\CATH,1
5511,SYSTOLIC HEART FAILURE;ATRIAL FIBRILLATION\BIVENTRICULAR PACEMAKER IMPLANT,1
5512,SYSTOLIC HEART FAILURE;ISCHEMIC CARDIOMYOPATHY\CARDIAC CATHETERIZATION,1
5513,SUPRAVENTRICULAR TACHYCARDIA\SUPRAVENTRICULAR TACHYCARDIA ABLATION,1
5514,SUPRAVENTRICULAR TACHYCARDIA\ELECTROPHYSIOLOGY STUDY;POSSIBLE ABLATION,1
5515,SUPRAVENTRICULAR TACHYCARDIA\ELECTROPHYSIOLOGY STUDY,1
5516,SUBDURAL HEMATOMA;HEAD INJURIES,1
5517,SUBDURAL HEMATOMA;HYPERTENSION,1
5518,SUBDURAL HEMATOMA;HYPERTENSIVE URGENCY,1
5519,SUBDURAL HEMATOMA;MIDBRAIN BLEED,1
5520,SUBDURAL HEMATOMA;RIGHT FOREARM FRACTURE;S/P FALL,1
5521,SUBDURAL HEMATOMA;RIGHT GLUTEAL HEMATOMA,1
5522,SUBDURAL HEMATOMA;SAH;GASTROINTESTINAL BLEED,1
5523,SUBDURAL HEMATOMA;SEIZURE,1
5524,SUBDURAL HEMATORA,1
5525,SUBDURAL HEMMORAGE,1
5526,"SUBDURAL HEMMORAGE, AORTIC DISSECTION",1
5527,SUBDURAL HEMMORRHAGE,1
5528,SUBDURAL HEMOATOMA,1
5529,SUBDURAL HEMORRAGE,1
5530,SUBDURAL HEMORRHAGE-DENS FRACTURE,1
5531,SUBDURAL HEMORRHAGE-S/P ASSAULT,1
5532,SUBDURAL HEMORRHAGE-S/P FALL,1
5533,"SUBDURAL HEMORRHAGE,ANKLE FRACTURE",1
5534,SUBDURAL HEMORRHAGE; BILATERAL PE; TRAUMA,1
5535,SUBDURAL HEMORRHAGE;C-SPINE FRACTURE,1
5536,SUBDURAL HEMORRHAGE;CHANGE IN MENTAL STATUS,1
5537,SUBDURAL HEMORRHAGE;GLUTEAL HEMATOMA;ALTERED MENTAL STATUS,1
5538,SUBDURAL HEMATOMA;HIP HEMATOMA,1
5539,SUBDURAL HEMATOMA;GI BLEED,1
5540,SUBDURAL HEMORRHAGE;IPH,1
5541,SUBDURAL HEMATOMA;GASTROINTESTINAL BLEED,1
5542,SUBCLAVIAN THROMBOSIS;CHANGE OF PICC LINE FOUND LARGE DVT VS LYSIS OF DOT,1
5543,SUBCLAVIAN VEIN COMPRESSION SYNDROME,1
5544,SUBCORTICAL STROKE,1
5545,SUBCUTANEOUS EMPHSYEMA,1
5546,SUBDERAL HEMATOMA,1
5547,SUBDURAL & SUBARACHNOID HEMORRHAGE,1
5548,SUBDURAL BLEED;TELEMETRY,1
5549,SUBDURAL COLLETION/SDA,1
5550,SUBDURAL HEMAOTOMA/SDA,1
5551,SUBDURAL HEMAROMA,1
